,signal,returns,cumulative_returns
2005-06-27,1,-0.0004198505332101421,1.0180291532231807
2005-06-28,0,0.009324596774193505,1.0275218645813604
2005-06-29,0,-0.0,1.0275218645813604
2005-06-30,1,-0.0,1.0275218645813604
2005-07-01,0,0.0036956156559717623,1.0313191904709607
2005-07-05,0,0.0,1.0313191904709607
2005-07-06,0,-0.0,1.0313191904709607
2005-07-07,0,0.0,1.0313191904709607
2005-07-08,0,0.0,1.0313191904709607
2005-07-11,0,0.0,1.0313191904709607
2005-07-12,0,0.0,1.0313191904709607
2005-07-13,0,0.0,1.0313191904709607
2005-07-14,0,0.0,1.0313191904709607
2005-07-15,0,0.0,1.0313191904709607
2005-07-18,0,-0.0,1.0313191904709607
2005-07-19,0,0.0,1.0313191904709607
2005-07-20,0,0.0,1.0313191904709607
2005-07-21,0,-0.0,1.0313191904709607
2005-07-22,0,0.0,1.0313191904709607
2005-07-25,0,-0.0,1.0313191904709607
2005-07-26,0,0.0,1.0313191904709607
2005-07-27,0,0.0,1.0313191904709607
2005-07-28,0,0.0,1.0313191904709607
2005-07-29,0,-0.0,1.0313191904709607
2005-08-01,0,-0.0,1.0313191904709607
2005-08-02,0,0.0,1.0313191904709607
2005-08-03,0,0.0,1.0313191904709607
2005-08-04,0,-0.0,1.0313191904709607
2005-08-05,1,-0.0,1.0313191904709607
2005-08-08,1,-0.002932073627626597,1.0282952866709156
2005-08-09,0,0.007515111909818684,1.0360230408265867
2005-08-10,0,-0.0,1.0360230408265867
2005-08-11,0,0.0,1.0360230408265867
2005-08-12,0,-0.0,1.0360230408265867
2005-08-15,0,0.0,1.0360230408265867
2005-08-16,1,-0.0,1.0360230408265867
2005-08-17,0,0.0013920733704553268,1.0374652609128996
2005-08-18,1,-0.0,1.0374652609128996
2005-08-19,0,0.0013102939972156058,1.0388246454165935
2005-08-22,0,0.0,1.0388246454165935
2005-08-23,0,-0.0,1.0388246454165935
2005-08-24,1,-0.0,1.0388246454165935
2005-08-25,0,0.0023919498515341253,1.0413094618729677
2005-08-26,1,-0.0,1.0413094618729677
2005-08-29,0,0.00645588478728687,1.0480320357867312
2005-08-30,0,-0.0,1.0480320357867312
2005-08-31,0,0.0,1.0480320357867312
2005-09-01,0,0.0,1.0480320357867312
2005-09-02,0,-0.0,1.0480320357867312
2005-09-06,0,0.0,1.0480320357867312
2005-09-07,0,0.0,1.0480320357867312
2005-09-08,0,-0.0,1.0480320357867312
2005-09-09,0,0.0,1.0480320357867312
2005-09-12,0,-0.0,1.0480320357867312
2005-09-13,0,-0.0,1.0480320357867312
2005-09-14,0,-0.0,1.0480320357867312
2005-09-15,0,0.0,1.0480320357867312
2005-09-16,0,0.0,1.0480320357867312
2005-09-19,1,-0.0,1.0480320357867312
2005-09-20,1,-0.006994144437215355,1.04070194835361
2005-09-21,1,-0.009909909909909809,1.030388685802358
2005-09-22,0,0.004632310364794501,1.0351617659913674
2005-09-23,0,0.0,1.0351617659913674
2005-09-26,0,-0.0,1.0351617659913674
2005-09-27,0,0.0,1.0351617659913674
2005-09-28,0,0.0,1.0351617659913674
2005-09-29,0,0.0,1.0351617659913674
2005-09-30,0,0.0,1.0351617659913674
2005-10-03,0,-0.0,1.0351617659913674
2005-10-04,0,-0.0,1.0351617659913674
2005-10-05,1,-0.0,1.0351617659913674
2005-10-06,1,-0.004012371478726018,1.031008312445636
2005-10-07,0,0.0044481745698699005,1.035594417402381
2005-10-10,1,-0.0,1.035594417402381
2005-10-11,1,-0.0019365159552074962,1.0335889722899574
2005-10-12,1,-0.005905179686181872,1.0274854436869292
2005-10-13,1,-0.0007637474541751788,1.0267007042951113
2005-10-14,0,0.00849256900212314,1.0354200308708659
2005-10-17,0,0.0,1.0354200308708659
2005-10-18,0,-0.0,1.0354200308708659
2005-10-19,0,0.0,1.0354200308708659
2005-10-20,0,-0.0,1.0354200308708659
2005-10-21,0,0.0,1.0354200308708659
2005-10-24,0,0.0,1.0354200308708659
2005-10-25,0,-0.0,1.0354200308708659
2005-10-26,0,-0.0,1.0354200308708659
2005-10-27,0,-0.0,1.0354200308708659
2005-10-28,0,0.0,1.0354200308708659
2005-10-31,0,0.0,1.0354200308708659
2005-11-01,0,-0.0,1.0354200308708659
2005-11-02,0,0.0,1.0354200308708659
2005-11-03,0,0.0,1.0354200308708659
2005-11-04,0,-0.0,1.0354200308708659
2005-11-07,0,0.0,1.0354200308708659
2005-11-08,0,-0.0,1.0354200308708659
2005-11-09,0,0.0,1.0354200308708659
2005-11-10,0,0.0,1.0354200308708659
2005-11-11,0,0.0,1.0354200308708659
2005-11-14,0,0.0,1.0354200308708659
2005-11-15,0,-0.0,1.0354200308708659
2005-11-16,0,0.0,1.0354200308708659
2005-11-17,0,0.0,1.0354200308708659
2005-11-18,0,0.0,1.0354200308708659
2005-11-21,0,0.0,1.0354200308708659
2005-11-22,0,0.0,1.0354200308708659
2005-11-23,0,0.0,1.0354200308708659
2005-11-28,0,-0.0,1.0354200308708659
2005-11-29,0,-0.0,1.0354200308708659
2005-11-30,0,-0.0,1.0354200308708659
2005-12-01,0,0.0,1.0354200308708659
2005-12-02,0,-0.0,1.0354200308708659
2005-12-05,0,-0.0,1.0354200308708659
2005-12-06,0,0.0,1.0354200308708659
2005-12-07,0,-0.0,1.0354200308708659
2005-12-08,0,-0.0,1.0354200308708659
2005-12-09,0,0.0,1.0354200308708659
2005-12-12,0,0.0,1.0354200308708659
2005-12-13,0,0.0,1.0354200308708659
2005-12-14,0,0.0,1.0354200308708659
2005-12-15,0,-0.0,1.0354200308708659
2005-12-16,0,-0.0,1.0354200308708659
2005-12-19,1,-0.0,1.0354200308708659
2005-12-20,1,-7.950389569089111e-05,1.0353377109447353
2005-12-21,0,0.002782857597201316,1.0382189083593067
2005-12-22,0,0.0,1.0382189083593067
2005-12-23,0,0.0,1.0382189083593067
2005-12-27,1,-0.0,1.0382189083593067
2005-12-28,0,0.0007967492630069906,1.0390461085093818
2005-12-29,1,-0.0,1.0390461085093818
2005-12-30,1,-0.00598515681110845,1.0328272546159811
2006-01-03,0,0.017581888246628097,1.050986307984711
2006-01-04,0,0.0,1.050986307984711
2006-01-05,0,-0.0,1.050986307984711
2006-01-06,0,0.0,1.050986307984711
2006-01-09,0,0.0,1.050986307984711
2006-01-10,0,-0.0,1.050986307984711
2006-01-11,0,0.0,1.050986307984711
2006-01-12,0,-0.0,1.050986307984711
2006-01-13,0,0.0,1.050986307984711
2006-01-17,0,-0.0,1.050986307984711
2006-01-18,0,-0.0,1.050986307984711
2006-01-19,0,0.0,1.050986307984711
2006-01-20,1,-0.0,1.050986307984711
2006-01-23,0,0.0016650808753566615,1.0527362851863982
2006-01-24,0,0.0,1.0527362851863982
2006-01-25,0,-0.0,1.0527362851863982
2006-01-26,0,0.0,1.0527362851863982
2006-01-27,0,0.0,1.0527362851863982
2006-01-30,0,0.0,1.0527362851863982
2006-01-31,0,-0.0,1.0527362851863982
2006-02-01,0,0.0,1.0527362851863982
2006-02-02,0,-0.0,1.0527362851863982
2006-02-03,0,-0.0,1.0527362851863982
2006-02-06,0,0.0,1.0527362851863982
2006-02-07,1,-0.0,1.0527362851863982
2006-02-08,0,0.00844150672931443,1.0616229656219927
2006-02-09,0,-0.0,1.0616229656219927
2006-02-10,0,0.0,1.0616229656219927
2006-02-13,0,-0.0,1.0616229656219927
2006-02-14,0,0.0,1.0616229656219927
2006-02-15,0,0.0,1.0616229656219927
2006-02-16,0,0.0,1.0616229656219927
2006-02-17,0,-0.0,1.0616229656219927
2006-02-21,0,-0.0,1.0616229656219927
2006-02-22,0,0.0,1.0616229656219927
2006-02-23,0,-0.0,1.0616229656219927
2006-02-24,0,0.0,1.0616229656219927
2006-02-27,0,0.0,1.0616229656219927
2006-02-28,0,-0.0,1.0616229656219927
2006-03-01,0,0.0,1.0616229656219927
2006-03-02,0,-0.0,1.0616229656219927
2006-03-03,0,-0.0,1.0616229656219927
2006-03-06,1,-0.0,1.0616229656219927
2006-03-07,1,-0.0021851100358981634,1.059303202625472
2006-03-08,0,0.002424526826216189,1.0618715116573343
2006-03-09,1,-0.0,1.0618715116573343
2006-03-10,0,0.007525280238300569,1.0698623923596235
2006-03-13,0,0.0,1.0698623923596235
2006-03-14,0,0.0,1.0698623923596235
2006-03-15,0,0.0,1.0698623923596235
2006-03-16,0,0.0,1.0698623923596235
2006-03-17,0,-0.0,1.0698623923596235
2006-03-20,0,-0.0,1.0698623923596235
2006-03-21,0,-0.0,1.0698623923596235
2006-03-22,0,0.0,1.0698623923596235
2006-03-23,0,-0.0,1.0698623923596235
2006-03-24,0,0.0,1.0698623923596235
2006-03-27,0,-0.0,1.0698623923596235
2006-03-28,1,-0.0,1.0698623923596235
2006-03-29,0,0.007661352731775262,1.0780589855219516
2006-03-30,0,-0.0,1.0780589855219516
2006-03-31,0,-0.0,1.0780589855219516
2006-04-03,0,0.0,1.0780589855219516
2006-04-04,0,0.0,1.0780589855219516
2006-04-05,0,0.0,1.0780589855219516
2006-04-06,0,-0.0,1.0780589855219516
2006-04-07,0,-0.0,1.0780589855219516
2006-04-10,0,0.0,1.0780589855219516
2006-04-11,1,-0.0,1.0780589855219516
2006-04-12,0,0.001554605518849561,1.0797349419704894
2006-04-13,0,0.0,1.0797349419704894
2006-04-17,1,-0.0,1.0797349419704894
2006-04-18,0,0.017195767195766987,1.0983018126657489
2006-04-19,0,0.0,1.0983018126657489
2006-04-20,0,0.0,1.0983018126657489
2006-04-21,0,-0.0,1.0983018126657489
2006-04-24,0,-0.0,1.0983018126657489
2006-04-25,0,-0.0,1.0983018126657489
2006-04-26,0,0.0,1.0983018126657489
2006-04-27,0,0.0,1.0983018126657489
2006-04-28,0,0.0,1.0983018126657489
2006-05-01,0,-0.0,1.0983018126657489
2006-05-02,0,0.0,1.0983018126657489
2006-05-03,0,-0.0,1.0983018126657489
2006-05-04,0,0.0,1.0983018126657489
2006-05-05,0,0.0,1.0983018126657489
2006-05-08,0,-0.0,1.0983018126657489
2006-05-09,0,-0.0,1.0983018126657489
2006-05-10,0,-0.0,1.0983018126657489
2006-05-11,0,-0.0,1.0983018126657489
2006-05-12,1,-0.0,1.0983018126657489
2006-05-15,0,0.002862669245647931,1.1014458874873065
2006-05-16,0,-0.0,1.1014458874873065
2006-05-17,1,-0.0,1.1014458874873065
2006-05-18,1,-0.006525157232704415,1.0942587798881362
2006-05-19,0,0.004668829627284765,1.0993676876995944
2006-05-22,1,-0.0,1.0993676876995944
2006-05-23,1,-0.0042721518987342,1.0946710219451816
2006-05-24,0,0.001827427300174822,1.0966714536553945
2006-05-25,0,0.0,1.0966714536553945
2006-05-26,0,0.0,1.0966714536553945
2006-05-30,0,-0.0,1.0966714536553945
2006-05-31,0,0.0,1.0966714536553945
2006-06-01,0,0.0,1.0966714536553945
2006-06-02,0,0.0,1.0966714536553945
2006-06-05,0,-0.0,1.0966714536553945
2006-06-06,0,-0.0,1.0966714536553945
2006-06-07,1,-0.0,1.0966714536553945
2006-06-08,0,0.001747418586179439,1.0985877977364444
2006-06-09,1,-0.0,1.0985877977364444
2006-06-12,1,-0.012189292543021035,1.0851967896856416
2006-06-13,1,-0.010162109847568268,1.0741689007026276
2006-06-14,0,0.0061924549824818875,1.0808206432638108
2006-06-15,0,0.0,1.0808206432638108
2006-06-16,0,-0.0,1.0808206432638108
2006-06-19,0,-0.0,1.0808206432638108
2006-06-20,0,0.0,1.0808206432638108
2006-06-21,0,0.0,1.0808206432638108
2006-06-22,0,-0.0,1.0808206432638108
2006-06-23,0,-0.0,1.0808206432638108
2006-06-26,0,0.0,1.0808206432638108
2006-06-27,0,-0.0,1.0808206432638108
2006-06-28,0,0.0,1.0808206432638108
2006-06-29,0,0.0,1.0808206432638108
2006-06-30,0,-0.0,1.0808206432638108
2006-07-05,0,0.0,1.0808206432638108
2006-07-06,0,0.0,1.0808206432638108
2006-07-07,0,-0.0,1.0808206432638108
2006-07-10,0,0.0,1.0808206432638108
2006-07-11,0,0.0,1.0808206432638108
2006-07-12,0,-0.0,1.0808206432638108
2006-07-13,1,-0.0,1.0808206432638108
2006-07-14,1,-0.004509219743940807,1.0759469854795467
2006-07-17,1,-0.0017795033567904461,1.0740323342071574
2006-07-18,0,0.0021878291872621247,1.076382133495999
2006-07-19,0,0.0,1.076382133495999
2006-07-20,0,-0.0,1.076382133495999
2006-07-21,0,-0.0,1.076382133495999
2006-07-24,0,0.0,1.076382133495999
2006-07-25,0,0.0,1.076382133495999
2006-07-26,0,-0.0,1.076382133495999
2006-07-27,0,-0.0,1.076382133495999
2006-07-28,0,0.0,1.076382133495999
2006-07-31,0,-0.0,1.076382133495999
2006-08-01,0,-0.0,1.076382133495999
2006-08-02,0,0.0,1.076382133495999
2006-08-03,0,0.0,1.076382133495999
2006-08-04,0,-0.0,1.076382133495999
2006-08-07,0,-0.0,1.076382133495999
2006-08-08,0,-0.0,1.076382133495999
2006-08-09,0,-0.0,1.076382133495999
2006-08-10,0,0.0,1.076382133495999
2006-08-11,0,-0.0,1.076382133495999
2006-08-14,0,0.0,1.076382133495999
2006-08-15,0,0.0,1.076382133495999
2006-08-16,0,0.0,1.076382133495999
2006-08-17,0,0.0,1.076382133495999
2006-08-18,0,0.0,1.076382133495999
2006-08-21,0,-0.0,1.076382133495999
2006-08-22,0,0.0,1.076382133495999
2006-08-23,0,-0.0,1.076382133495999
2006-08-24,0,0.0,1.076382133495999
2006-08-25,0,-0.0,1.076382133495999
2006-08-28,0,0.0,1.076382133495999
2006-08-29,0,0.0,1.076382133495999
2006-08-30,0,-0.0,1.076382133495999
2006-08-31,0,-0.0,1.076382133495999
2006-09-01,0,0.0,1.076382133495999
2006-09-05,0,0.0,1.076382133495999
2006-09-06,0,-0.0,1.076382133495999
2006-09-07,1,-0.0,1.076382133495999
2006-09-08,0,0.0036974272069019154,1.0803619780814104
2006-09-11,0,0.0,1.0803619780814104
2006-09-12,0,0.0,1.0803619780814104
2006-09-13,0,0.0,1.0803619780814104
2006-09-14,0,-0.0,1.0803619780814104
2006-09-15,0,-0.0,1.0803619780814104
2006-09-18,0,0.0,1.0803619780814104
2006-09-19,0,-0.0,1.0803619780814104
2006-09-20,0,0.0,1.0803619780814104
2006-09-21,0,-0.0,1.0803619780814104
2006-09-22,0,-0.0,1.0803619780814104
2006-09-25,0,0.0,1.0803619780814104
2006-09-26,0,0.0,1.0803619780814104
2006-09-27,0,0.0,1.0803619780814104
2006-09-28,0,0.0,1.0803619780814104
2006-09-29,0,-0.0,1.0803619780814104
2006-10-02,0,-0.0,1.0803619780814104
2006-10-03,0,0.0,1.0803619780814104
2006-10-04,0,0.0,1.0803619780814104
2006-10-05,0,0.0,1.0803619780814104
2006-10-06,0,-0.0,1.0803619780814104
2006-10-09,0,0.0,1.0803619780814104
2006-10-10,0,0.0,1.0803619780814104
2006-10-11,0,-0.0,1.0803619780814104
2006-10-12,0,0.0,1.0803619780814104
2006-10-13,0,0.0,1.0803619780814104
2006-10-16,0,0.0,1.0803619780814104
2006-10-17,0,-0.0,1.0803619780814104
2006-10-18,0,0.0,1.0803619780814104
2006-10-19,0,0.0,1.0803619780814104
2006-10-20,0,0.0,1.0803619780814104
2006-10-23,0,0.0,1.0803619780814104
2006-10-24,0,0.0,1.0803619780814104
2006-10-25,0,0.0,1.0803619780814104
2006-10-26,0,0.0,1.0803619780814104
2006-10-27,0,-0.0,1.0803619780814104
2006-10-30,0,-0.0,1.0803619780814104
2006-10-31,0,-0.0,1.0803619780814104
2006-11-01,0,-0.0,1.0803619780814104
2006-11-02,1,-0.0,1.0803619780814104
2006-11-03,1,-0.0015349755134859144,1.0787036488993542
2006-11-06,0,0.010907759882869739,1.0904698892863238
2006-11-07,0,0.0,1.0904698892863238
2006-11-08,0,0.0,1.0904698892863238
2006-11-09,0,-0.0,1.0904698892863238
2006-11-10,0,0.0,1.0904698892863238
2006-11-13,0,0.0,1.0904698892863238
2006-11-14,0,0.0,1.0904698892863238
2006-11-15,0,0.0,1.0904698892863238
2006-11-16,0,0.0,1.0904698892863238
2006-11-17,0,0.0,1.0904698892863238
2006-11-20,0,-0.0,1.0904698892863238
2006-11-21,0,0.0,1.0904698892863238
2006-11-22,0,0.0,1.0904698892863238
2006-11-27,0,-0.0,1.0904698892863238
2006-11-28,0,0.0,1.0904698892863238
2006-11-29,0,0.0,1.0904698892863238
2006-11-30,0,0.0,1.0904698892863238
2006-12-01,0,-0.0,1.0904698892863238
2006-12-04,0,0.0,1.0904698892863238
2006-12-05,0,0.0,1.0904698892863238
2006-12-06,0,-0.0,1.0904698892863238
2006-12-07,0,-0.0,1.0904698892863238
2006-12-08,0,0.0,1.0904698892863238
2006-12-11,0,0.0,1.0904698892863238
2006-12-12,0,-0.0,1.0904698892863238
2006-12-13,0,0.0,1.0904698892863238
2006-12-14,0,0.0,1.0904698892863238
2006-12-15,0,-0.0,1.0904698892863238
2006-12-18,0,-0.0,1.0904698892863238
2006-12-19,0,0.0,1.0904698892863238
2006-12-20,0,-0.0,1.0904698892863238
2006-12-21,0,-0.0,1.0904698892863238
2006-12-22,1,-0.0,1.0904698892863238
2006-12-26,0,0.004898828541000988,1.0958119143030618
2006-12-27,0,0.0,1.0958119143030618
2006-12-28,0,-0.0,1.0958119143030618
2006-12-29,0,-0.0,1.0958119143030618
2007-01-03,0,-0.0,1.0958119143030618
2007-01-04,0,0.0,1.0958119143030618
2007-01-05,1,-0.0,1.0958119143030618
2007-01-08,0,0.00291275930662116,1.0990037506547543
2007-01-09,0,-0.0,1.0990037506547543
2007-01-10,0,0.0,1.0990037506547543
2007-01-11,0,0.0,1.0990037506547543
2007-01-12,0,0.0,1.0990037506547543
2007-01-16,0,0.0,1.0990037506547543
2007-01-17,0,-0.0,1.0990037506547543
2007-01-18,0,-0.0,1.0990037506547543
2007-01-19,0,0.0,1.0990037506547543
2007-01-22,0,-0.0,1.0990037506547543
2007-01-23,0,0.0,1.0990037506547543
2007-01-24,0,0.0,1.0990037506547543
2007-01-25,0,-0.0,1.0990037506547543
2007-01-26,1,-0.0,1.0990037506547543
2007-01-29,1,-0.0016877637130799927,1.0971488920038603
2007-01-30,0,0.005635390250774641,1.103331754173507
2007-01-31,0,0.0,1.103331754173507
2007-02-01,0,0.0,1.103331754173507
2007-02-02,0,0.0,1.103331754173507
2007-02-05,0,-0.0,1.103331754173507
2007-02-06,0,0.0,1.103331754173507
2007-02-07,0,0.0,1.103331754173507
2007-02-08,0,-0.0,1.103331754173507
2007-02-09,0,-0.0,1.103331754173507
2007-02-12,0,-0.0,1.103331754173507
2007-02-13,0,0.0,1.103331754173507
2007-02-14,0,0.0,1.103331754173507
2007-02-15,0,0.0,1.103331754173507
2007-02-16,0,-0.0,1.103331754173507
2007-02-20,0,0.0,1.103331754173507
2007-02-21,0,-0.0,1.103331754173507
2007-02-22,0,-0.0,1.103331754173507
2007-02-23,0,-0.0,1.103331754173507
2007-02-26,0,-0.0,1.103331754173507
2007-02-27,1,-0.0,1.103331754173507
2007-02-28,0,0.006464054855183754,1.1104637511559508
2007-03-01,0,-0.0,1.1104637511559508
2007-03-02,1,-0.0,1.1104637511559508
2007-03-05,1,-0.009281911066340465,1.1001565253753265
2007-03-06,0,0.015324279177863387,1.117015631109526
2007-03-07,0,-0.0,1.117015631109526
2007-03-08,0,0.0,1.117015631109526
2007-03-09,0,0.0,1.117015631109526
2007-03-12,0,0.0,1.117015631109526
2007-03-13,0,-0.0,1.117015631109526
2007-03-14,0,0.0,1.117015631109526
2007-03-15,0,0.0,1.117015631109526
2007-03-16,0,-0.0,1.117015631109526
2007-03-19,0,0.0,1.117015631109526
2007-03-20,0,0.0,1.117015631109526
2007-03-21,0,0.0,1.117015631109526
2007-03-22,0,-0.0,1.117015631109526
2007-03-23,0,0.0,1.117015631109526
2007-03-26,0,0.0,1.117015631109526
2007-03-27,0,-0.0,1.117015631109526
2007-03-28,0,-0.0,1.117015631109526
2007-03-29,0,0.0,1.117015631109526
2007-03-30,0,-0.0,1.117015631109526
2007-04-02,0,0.0,1.117015631109526
2007-04-03,0,0.0,1.117015631109526
2007-04-04,0,0.0,1.117015631109526
2007-04-05,0,0.0,1.117015631109526
2007-04-09,0,0.0,1.117015631109526
2007-04-10,0,0.0,1.117015631109526
2007-04-11,0,-0.0,1.117015631109526
2007-04-12,0,0.0,1.117015631109526
2007-04-13,0,0.0,1.117015631109526
2007-04-16,0,0.0,1.117015631109526
2007-04-17,0,0.0,1.117015631109526
2007-04-18,0,0.0,1.117015631109526
2007-04-19,0,-0.0,1.117015631109526
2007-04-20,0,0.0,1.117015631109526
2007-04-23,0,-0.0,1.117015631109526
2007-04-24,0,-0.0,1.117015631109526
2007-04-25,0,0.0,1.117015631109526
2007-04-26,0,-0.0,1.117015631109526
2007-04-27,0,0.0,1.117015631109526
2007-04-30,0,-0.0,1.117015631109526
2007-05-01,0,0.0,1.117015631109526
2007-05-02,0,0.0,1.117015631109526
2007-05-03,0,0.0,1.117015631109526
2007-05-04,0,0.0,1.117015631109526
2007-05-07,0,0.0,1.117015631109526
2007-05-08,0,-0.0,1.117015631109526
2007-05-09,0,0.0,1.117015631109526
2007-05-10,0,-0.0,1.117015631109526
2007-05-11,0,0.0,1.117015631109526
2007-05-14,0,-0.0,1.117015631109526
2007-05-15,0,-0.0,1.117015631109526
2007-05-16,0,0.0,1.117015631109526
2007-05-17,0,-0.0,1.117015631109526
2007-05-18,0,0.0,1.117015631109526
2007-05-21,0,0.0,1.117015631109526
2007-05-22,0,-0.0,1.117015631109526
2007-05-23,0,-0.0,1.117015631109526
2007-05-24,0,-0.0,1.117015631109526
2007-05-25,0,0.0,1.117015631109526
2007-05-29,0,0.0,1.117015631109526
2007-05-30,0,0.0,1.117015631109526
2007-05-31,0,-0.0,1.117015631109526
2007-06-01,0,0.0,1.117015631109526
2007-06-04,0,0.0,1.117015631109526
2007-06-05,0,-0.0,1.117015631109526
2007-06-06,0,-0.0,1.117015631109526
2007-06-07,1,-0.0,1.117015631109526
2007-06-08,0,0.011314943760042828,1.129654600154619
2007-06-11,0,0.0,1.129654600154619
2007-06-12,0,-0.0,1.129654600154619
2007-06-13,0,0.0,1.129654600154619
2007-06-14,0,0.0,1.129654600154619
